Pred_Factor1,Pred_Factor2,Pred_Factor3,Pred_Factor4,Pred_Factor5,FID,Phenotype
0.00599885,0.06991106,0.83767176,0.89962924,0.024180025,HG03139,0
0.0041482747,0.059158742,0.8743454,0.9292512,0.017360806,HG03096,0
0.005389452,0.066640496,0.84779036,0.90920746,0.02209568,HG03563,0
0.0037488043,0.061832756,0.87980306,0.9355202,0.017362297,NA19141,0
0.0067040026,0.0763922,0.819023,0.8862775,0.028005213,HG03476,0
0.004311651,0.060991824,0.8697938,0.9262545,0.018301189,NA19159,0
0.008046657,0.0819335,0.80644715,0.8718996,0.03082493,HG03136,0
0.0055111647,0.065250576,0.84716624,0.9070691,0.021796137,HG03073,0
0.0042262673,0.06344947,0.87137365,0.92801774,0.018652976,HG03572,0
0.004327357,0.06231016,0.87274694,0.9269073,0.018242568,HG02470,0
0.0173648,0.090099424,0.6823457,0.7486421,0.04787737,HG03521,0
0.003376156,0.058356643,0.890422,0.9426435,0.015402585,HG03268,0
0.0037359893,0.058795333,0.88357735,0.9365393,0.016260147,NA18876,0
0.005135447,0.06607482,0.8551392,0.9142825,0.021109134,HG03313,0
0.0060146153,0.07091844,0.83123857,0.8973546,0.024861962,HG03196,0
0.0062354207,0.0786055,0.8275863,0.89537644,0.027359188,HG03401,0
0.010816693,0.08477071,0.76806396,0.8350396,0.036090523,HG03025,0
0.005706072,0.06825909,0.8437419,0.9039843,0.023069084,NA19130,0
0.0037340522,0.06257215,0.87965393,0.93557703,0.017516673,HG03193,0
0.003420353,0.05875033,0.88862824,0.9418235,0.01568526,NA19147,0
0.0036473572,0.060527116,0.88348615,0.9375449,0.016668856,HG03049,0
0.0034029484,0.057953507,0.8901273,0.9420396,0.015354097,HG02095,0
0.0048487484,0.06409031,0.8600397,0.9176619,0.02014482,HG03469,0
0.011242747,0.07952723,0.75781894,0.824281,0.035446286,NA19818,0
0.0038407147,0.058746576,0.88058513,0.9347521,0.016590625,HG02537,0
0.003945738,0.05967921,0.8786603,0.933056,0.017009854,HG03099,0
0.004475355,0.06627515,0.861708,0.92282856,0.020331532,HG02511,0
0.0044796467,0.061304092,0.8676114,0.9238853,0.018609822,HG03267,0
0.004593909,0.06297642,0.8650029,0.9217523,0.019319743,HG03072,0
0.019669414,0.088240474,0.6596945,0.720889,0.050027728,HG02979,0
0.020343691,0.104120255,0.6797218,0.73358226,0.055083424,HG03343,0
0.004550189,0.06675875,0.8599404,0.9215417,0.020638287,NA18856,0
0.004053384,0.061372638,0.8759217,0.9314096,0.01770091,HG02938,0
0.010108888,0.08516142,0.77845496,0.844905,0.03553012,NA18861,0
0.0043290555,0.06252706,0.8684449,0.9260807,0.018741906,HG02973,0
0.020821333,0.088244945,0.64423203,0.70356256,0.05205372,NA19222,0
0.004586965,0.067361385,0.86383533,0.9230188,0.020346314,NA20289,0
0.008589238,0.07718372,0.79510486,0.8612739,0.030872047,HG02941,0
0.0042206645,0.05951953,0.8727208,0.9280325,0.017621845,HG03499,0
0.0040077567,0.061533898,0.87742484,0.9319762,0.017549455,NA19214,0
0.004837543,0.06477699,0.85993624,0.9185606,0.020219028,NA18881,0
0.0038071275,0.061522275,0.8799187,0.9351244,0.01723501,HG02549,0
0.0050102174,0.06396541,0.85533965,0.9147022,0.020584315,HG03565,0
0.0034909844,0.0601117,0.887367,0.9405895,0.016108602,HG03442,0
0.004772663,0.06924817,0.85552096,0.9181414,0.021787107,HG03354,0
0.0041598976,0.06589097,0.86892927,0.92825496,0.019435674,HG03189,0
0.003908515,0.06301534,0.8760061,0.9322833,0.01810652,HG02944,0
0.0041379035,0.061476678,0.87396127,0.9296582,0.017949909,HG03556,0
0.0044200122,0.0607118,0.8676615,0.9244778,0.018455893,HG03432,0
0.004810989,0.06540117,0.86048365,0.9185084,0.020420313,NA18499,0
0.005323231,0.06396821,0.85017854,0.90995014,0.021143734,HG03120,0
0.009634435,0.08320138,0.78474987,0.8524077,0.03385982,HG03460,0
0.0040581226,0.06354043,0.8739161,0.9302803,0.018406302,NA19257,0
0.0052072406,0.06402537,0.8558594,0.91283196,0.02058211,HG03446,0
0.010004252,0.08080858,0.7812983,0.8438684,0.034206808,HG03133,0
0.007019192,0.07080993,0.8236809,0.88414747,0.026146352,NA18909,0
0.0039269924,0.062207878,0.87643206,0.93316543,0.017790884,HG02611,0
0.0058636963,0.07204571,0.83792347,0.9021676,0.024519652,HG03520,0
0.007144153,0.07420993,0.8195882,0.88250405,0.02751115,HG03074,0
0.00414142,0.061210543,0.87527335,0.9297713,0.017717212,HG03397,0
0.008392811,0.07839236,0.8048024,0.86834776,0.03016615,NA19099,0
0.0041766167,0.063322425,0.87365985,0.92941916,0.018367738,HG03452,0
0.0055835545,0.06508368,0.84837353,0.9065624,0.021662056,HG03449,0
0.0036435723,0.057943135,0.88513756,0.9380703,0.015907705,HG03380,0
0.0147771835,0.08990702,0.72944427,0.7908486,0.042913496,NA18507,0
0.013894588,0.082740605,0.7227816,0.78963053,0.040662616,HG02497,0
0.005197227,0.06654039,0.85674214,0.91331613,0.021056592,HG03575,0
0.0049168468,0.06501216,0.8582251,0.91620004,0.020581275,NA18489,0
0.0056981146,0.07264534,0.83673406,0.90218955,0.024884343,NA19102,0
0.0066495836,0.074905634,0.82179356,0.88926244,0.027054489,HG02946,0
0.004561782,0.061702013,0.86597556,0.922586,0.018879771,HG03199,0
0.006390065,0.06922042,0.83398587,0.89395046,0.024502397,HG02666,0
0.0035834312,0.05909115,0.8849672,0.9386238,0.016167045,HG03279,0
0.0044434667,0.06163928,0.8680323,0.9245366,0.01860094,HG03159,0
0.003926307,0.06313804,0.87563556,0.93196553,0.018177658,NA18505,0
0.0044813454,0.06239453,0.86739135,0.92364,0.018916667,HG03366,0
0.004229963,0.063726336,0.8708226,0.92757785,0.01878184,HG03270,0
0.0040282905,0.059033006,0.8773943,0.9314288,0.01701203,HG03455,0
0.003940165,0.059729427,0.87915707,0.932896,0.0169608,HG03464,0
0.0061522126,0.069093615,0.83218753,0.89624816,0.0243541,NA18908,0
0.008019716,0.07684645,0.79774094,0.8672287,0.030456543,HG03057,0
0.004304081,0.061071545,0.8707708,0.92662466,0.018203229,HG03577,0
0.004175633,0.0611794,0.87511903,0.9291065,0.017733276,NA19198,0
0.0047635436,0.0673528,0.8547805,0.9177527,0.021415114,HG03129,0
0.013707906,0.09068903,0.7345408,0.80227065,0.04228884,HG02703,0
0.004767269,0.06471789,0.86049336,0.91901845,0.020210117,HG03058,0
0.0036112368,0.062121063,0.88185245,0.9374554,0.017186701,HG03547,0
0.0051416457,0.06996441,0.8473444,0.91123617,0.022952855,NA19236,0
0.0043416917,0.06200692,0.87162507,0.9263313,0.01832959,HG03300,0
0.0038659275,0.061354786,0.87967396,0.93396413,0.01727137,NA18865,0
0.004679084,0.062204093,0.86387837,0.92092496,0.019226998,HG03077,0
0.01751703,0.08852503,0.6816996,0.7447015,0.047943532,HG03291,0
0.0073067844,0.06973562,0.8129947,0.87848544,0.026685983,HG03115,0
0.005299479,0.07139951,0.84608996,0.90963864,0.02335608,HG03297,0
0.0041823387,0.061189473,0.8736542,0.9284716,0.017909318,NA19175,0
0.005980104,0.06964496,0.83603823,0.9001372,0.024096519,HG03548,0
0.005604714,0.065053046,0.8442632,0.9050307,0.022052646,NA18517,0
0.004588753,0.065681756,0.86498296,0.92186224,0.019976497,NA19189,0
0.0036238134,0.060651153,0.88292384,0.9378089,0.016747594,NA18488,0
0.0048565865,0.06457749,0.8598685,0.9173889,0.020290762,NA18874,0
0.008351654,0.08370569,0.8011676,0.8671329,0.031888098,HG03086,0
0.0046664476,0.0637345,0.8619405,0.9199789,0.019863188,NA18508,0
0.0045134723,0.061199516,0.86569154,0.92292404,0.018788755,NA19096,0
0.017261714,0.08733654,0.68765235,0.7505553,0.046517342,NA18912,0
0.0039566457,0.0609501,0.87775445,0.9327753,0.017393649,HG02314,0
0.0042493045,0.06244594,0.87252116,0.9282948,0.018277973,HG03439,0
0.0045568943,0.06778219,0.86028665,0.92175627,0.020914048,HG03485,0
0.0041039884,0.06665403,0.8703208,0.9295565,0.019438833,NA19095,0
0.0045906007,0.06176418,0.8652499,0.9220334,0.018976629,HG03175,0
0.018133968,0.09814909,0.6937587,0.75626206,0.05027941,HG03301,0
0.008344501,0.077988386,0.805251,0.8688395,0.029993236,HG03517,0
0.0049152374,0.0653525,0.858595,0.91742533,0.020497322,NA19121,0
0.003969699,0.058698922,0.8784226,0.932356,0.016819477,HG03433,0
0.018063098,0.099277645,0.7005664,0.76005757,0.049874067,NA18934,0
0.0077427626,0.075330615,0.8169508,0.8765665,0.028235734,HG03265,0
0.008586317,0.08257818,0.800048,0.8673084,0.031742126,HG03369,0
0.0037578344,0.06123811,0.88104415,0.9354221,0.017111093,HG03066,0
0.004518658,0.06292972,0.8677871,0.9243989,0.018922925,NA19225,0
0.0050432086,0.068662256,0.8533464,0.914646,0.021772176,HG02981,0
0.0037612617,0.060727894,0.88175595,0.935843,0.016876101,HG03367,0
0.0042955577,0.06229371,0.8719096,0.92716074,0.018376589,HG02947,0
0.0036596954,0.061928242,0.88147384,0.93722975,0.017171264,HG03132,0
0.0072253346,0.0720427,0.81389934,0.88028264,0.027265191,HG03108,0
0.0037803352,0.060881346,0.88050026,0.9354824,0.017055392,HG03118,0
0.0070464313,0.0745053,0.82543635,0.8869877,0.026535928,HG03515,0
0.00840953,0.08101922,0.7946842,0.8635999,0.031814665,HG02489,0
0.003668785,0.05812511,0.88511395,0.9376229,0.015950203,HG03160,0
0.0038279593,0.05944258,0.879717,0.93452215,0.0168508,HG03280,0
0.00433442,0.06353733,0.86962587,0.92610717,0.018915147,HG03473,0
0.029077321,0.093459934,0.5757004,0.6223605,0.06277636,HG03303,0
0.0042197704,0.060476184,0.87214756,0.92805827,0.017920047,HG02953,0
0.0037801564,0.062024325,0.8795131,0.93493634,0.017442226,NA19143,0
0.003399223,0.058392644,0.890226,0.94208986,0.015433013,HG03558,0
0.008752584,0.07676974,0.79095495,0.858133,0.031073868,HG02971,0
0.007079184,0.07412869,0.82088447,0.88367295,0.027334094,HG03511,0
